Species	Tissue	Cell type	Cell marker	Marker grade
Arabidopsis thaliana	Root	Atrichoblast	AT4G01950	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G02280	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G02620	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G02940	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G03190	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G05020	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G05120	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G05320	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G08850	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G10380	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G10770	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G11530	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G11610	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G12330	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G12420	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G12730	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G12880	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G13130	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G13180	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G13440	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G13510	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G13660	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G14560	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G14880	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G15160	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G15290	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G15500	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G15760	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G17460	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G17500	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G17870	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G18670	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G19030	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G19120	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G19230	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G20460	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G20840	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G21600	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G21830	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G21902	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G21990	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G22010	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G22666	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G23400	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G23470	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G23710	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G23870	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G24050	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G24170	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G24310	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G25030	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G25250	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G25620	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G25700	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G25900	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G26890	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G27430	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G27860	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G27950	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G28230	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G29350	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G30060	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G30170	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G30190	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G30290	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G30410	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G30440	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G30470	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G31320	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G31550	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G32000	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G32150	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G33985	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G34260	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G34720	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G34810	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G36780	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G37390	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G37410	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G37820	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G38400	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G38550	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G39080	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT4G39390	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G01210	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G01330	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G01400	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G02260	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G02420	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G03040	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G03550	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G04970	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G05170	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G05410	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G06270	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G06740	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G06860	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G07220	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G07870	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G08130	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G08770	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G08790	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G09890	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G09978	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G09980	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G10260	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G10430	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G10435	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G10750	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G10840	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G10930	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G11230	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G11540	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G12170	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G13820	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G14330	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G14730	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G14740	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G15130	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G15150	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G15350	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G15490	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G15580	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G15600	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G15660	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G16170	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G16730	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G17350	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G17820	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G19110	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G19250	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G19340	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G19360	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G19770	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G20050	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G20885	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G22570	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G23210	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G23750	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G23860	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G24090	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G24110	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G25440	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G26010	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G26260	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G26667	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G26731	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G28050	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G35740	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G36880	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G37740	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G38940	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G39730	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G40590	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G40780	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G40890	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G41610	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G42590	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G42830	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G43040	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G43060	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G43330	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G43760	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G43890	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G44070	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G44380	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G44480	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G44582	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G44585	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G44910	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G45280	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G45340	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G45470	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G45500	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G45510	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G45550	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G46900	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G47200	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G47540	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G47980	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G48430	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G48560	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G48657	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G48810	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G48900	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G49280	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G49480	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G49760	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G49800	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G49810	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G50175	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G52280	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G52510	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G52560	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G53250	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G53460	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G53902	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G54190	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G54380	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G56980	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G57500	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G57630	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G57800	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G59510	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G59520	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G59820	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G60520	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G60660	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G60700	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G60800	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G60920	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G60950	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G61250	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G62150	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G63650	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G63790	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G63800	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G64100	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G64740	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G65390	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G65480	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G65640	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G65870	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G66280	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G66440	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G66690	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G67245	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G67390	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G67420	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	AT5G67620	Marker #2
Arabidopsis thaliana	Root	Atrichoblast	ATMG00516	Marker #2
Arabidopsis thaliana	Root	Columella	AT1G01470	Marker #2
Arabidopsis thaliana	Root	Columella	AT1G03230	Marker #2
Arabidopsis thaliana	Root	Columella	AT1G09210	Marker #2
Arabidopsis thaliana	Root	Columella	AT1G10530	Marker #2
Arabidopsis thaliana	Root	Columella	AT1G17285	Marker #2
Arabidopsis thaliana	Root	Columella	AT1G25275	Marker #2
Arabidopsis thaliana	Root	Columella	AT1G28290	Marker #2
Arabidopsis thaliana	Root	Columella	AT1G29730	Marker #2
Arabidopsis thaliana	Root	Columella	AT1G36060	Marker #2
Arabidopsis thaliana	Root	Columella	AT1G44760	Marker #2
Arabidopsis thaliana	Root	Columella	AT1G54000	Marker #2
Arabidopsis thaliana	Root	Columella	AT1G54010	Marker #2
Arabidopsis thaliana	Root	Columella	AT1G54890	Marker #2
Arabidopsis thaliana	Root	Columella	AT1G56170	Marker #2
Arabidopsis thaliana	Root	Columella	AT1G64940	Marker #2
Arabidopsis thaliana	Root	Columella	AT1G66280	Marker #2
Arabidopsis thaliana	Root	Columella	AT1G69920	Marker #2
Arabidopsis thaliana	Root	Columella	AT1G78850	Marker #2
Arabidopsis thaliana	Root	Columella	AT1G80520	Marker #2
Arabidopsis thaliana	Root	Columella	AT2G04160	Marker #2
Arabidopsis thaliana	Root	Columella	AT2G17280	Marker #2
Arabidopsis thaliana	Root	Columella	AT2G19810	Marker #2
Arabidopsis thaliana	Root	Columella	AT2G28760	Marker #2
Arabidopsis thaliana	Root	Columella	AT2G32990	Marker #2
Arabidopsis thaliana	Root	Columella	AT2G34650	Marker #2
Arabidopsis thaliana	Root	Columella	AT2G36950	Marker #2
Arabidopsis thaliana	Root	Columella	AT2G39210	Marker #2
Arabidopsis thaliana	Root	Columella	AT2G41800	Marker #2
Arabidopsis thaliana	Root	Columella	AT2G43610	Marker #2
Arabidopsis thaliana	Root	Columella	AT2G45050	Marker #2
Arabidopsis thaliana	Root	Columella	AT3G14990	Marker #2
Arabidopsis thaliana	Root	Columella	AT3G16410	Marker #2
Arabidopsis thaliana	Root	Columella	AT3G18000	Marker #2
Arabidopsis thaliana	Root	Columella	AT3G18980	Marker #2
Arabidopsis thaliana	Root	Columella	AT3G51600	Marker #2
Arabidopsis thaliana	Root	Columella	AT3G59480	Marker #2
Arabidopsis thaliana	Root	Columella	AT4G11050	Marker #2
Arabidopsis thaliana	Root	Columella	AT4G11780	Marker #2
Arabidopsis thaliana	Root	Columella	AT4G13990	Marker #2
Arabidopsis thaliana	Root	Columella	AT4G15350	Marker #2
Arabidopsis thaliana	Root	Columella	AT4G18280	Marker #2
Arabidopsis thaliana	Root	Columella	AT4G21960	Marker #2
Arabidopsis thaliana	Root	Columella	AT4G22235	Marker #2
Arabidopsis thaliana	Root	Columella	AT4G23590	Marker #2
Arabidopsis thaliana	Root	Columella	AT4G24190	Marker #2
Arabidopsis thaliana	Root	Columella	AT4G27520	Marker #2
Arabidopsis thaliana	Root	Columella	AT4G30080	Marker #2
Arabidopsis thaliana	Root	Columella	AT4G37160	Marker #2
Arabidopsis thaliana	Root	Columella	AT4G37870	Marker #2
Arabidopsis thaliana	Root	Columella	AT4G39660	Marker #2
Arabidopsis thaliana	Root	Columella	AT4G39840	Marker #2
Arabidopsis thaliana	Root	Columella	AT5G08590	Marker #2
Arabidopsis thaliana	Root	Columella	AT5G10130	Marker #2
Arabidopsis thaliana	Root	Columella	AT5G13870	Marker #2
Arabidopsis thaliana	Root	Columella	AT5G23820	Marker #2
Arabidopsis thaliana	Root	Columella	AT5G23830	Marker #2
Arabidopsis thaliana	Root	Columella	AT5G35940	Marker #2
Arabidopsis thaliana	Root	Columella	AT5G47220	Marker #2
Arabidopsis thaliana	Root	Columella	AT5G62340	Marker #2
Arabidopsis thaliana	Root	Columella	AT5G66460	Marker #2
Arabidopsis thaliana	Root	Columella	AT5G66870	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G01010	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G01140	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G01620	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G01680	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G02000	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G02270	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G02850	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G03870	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G04250	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G04490	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G04990	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G05100	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G05560	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G05575	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G05680	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G05710	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G05850	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G06000	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G06550	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G06640	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G06645	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G07135	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G07150	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G07400	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G07650	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G07750	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G07985	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G08200	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G08230	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G08500	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G08570	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G08590	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G08890	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G08920	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G08930	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G09070	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G09090	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G09560	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G09970	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G10140	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G10340	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G10370	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G11440	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G11580	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G11670	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G12090	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G12240	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G12845	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G13195	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G13210	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G13390	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G13420	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G13930	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G14200	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G14280	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G14290	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G14345	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G14580	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G15670	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G15950	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G16030	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G16720	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G16850	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G17145	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G17147	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G17170	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G17190	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G17300	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G17360	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G17620	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G17745	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G17780	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G17970	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G19020	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G19025	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G19180	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G19380	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G19450	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G20010	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G20190	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G20260	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G20310	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G20440	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G20490	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G20840	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G20880	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G21000	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G21310	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G21313	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G21830	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G21910	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G22330	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G22440	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G22530	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G22740	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G22910	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G23020	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G23030	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G23040	Marker #2
Arabidopsis thaliana	Root	Cortex	AT1G23060	Marker #2
